date,mktrf,smb,hml,rf,year,month,umd,dateff
19260701,0.029600,-0.023000,-0.028700,0.00220,1926,7,,19260731
19260801,0.026400,-0.014000,0.041900,0.00250,1926,8,,19260831
19260901,0.003600,-0.013200,0.000100,0.00230,1926,9,,19260930
19261001,-0.032400,0.000400,0.005100,0.00320,1926,10,,19261030
19261101,0.025300,-0.002000,-0.003500,0.00310,1926,11,,19261130
19261201,0.026200,-0.000400,-0.000200,0.00280,1926,12,,19261231
19270101,-0.000600,-0.005600,0.048300,0.00250,1927,1,0.004400,19270131
19270201,0.041800,-0.001000,0.031700,0.00260,1927,2,-0.013200,19270228
19270301,0.001300,-0.016000,-0.026700,0.00300,1927,3,0.035900,19270331
19270401,0.004600,0.004300,0.006000,0.00250,1927,4,0.041700,19270430
19270501,0.054400,0.014100,0.049300,0.00300,1927,5,0.029600,19270531
19270601,-0.023400,0.004700,-0.015300,0.00260,1927,6,0.005300,19270630
19270701,0.072600,-0.032300,-0.011600,0.00300,1927,7,0.042900,19270730
19270801,0.019700,-0.007200,-0.036900,0.00280,1927,8,0.011400,19270831
19270901,0.047600,-0.035700,-0.007100,0.00210,1927,9,0.018900,19270930
19271001,-0.043100,0.021300,-0.043300,0.00250,1927,10,-0.010800,19271031
19271101,0.065800,0.027600,-0.003100,0.00210,1927,11,-0.006700,19271130
19271201,0.020900,0.009300,-0.010600,0.00220,1927,12,0.031500,19271231
19280101,-0.006800,0.042500,-0.007200,0.00250,1928,1,-0.006000,19280131
19280201,-0.017000,-0.020300,-0.006900,0.00330,1928,2,-0.010900,19280229
19280301,0.088100,-0.002600,-0.012000,0.00290,1928,3,0.048700,19280331
19280401,0.042300,0.038200,0.036700,0.00220,1928,4,-0.056500,19280430
19280501,0.015200,0.029800,-0.034600,0.00320,1928,5,0.028500,19280531
19280601,-0.048500,-0.035000,-0.000600,0.00310,1928,6,0.020500,19280630
19280701,0.006200,-0.013500,-0.004700,0.00320,1928,7,0.028200,19280731
19280801,0.066800,-0.020700,-0.021100,0.00320,1928,8,0.036900,19280831
19280901,0.028800,0.023300,0.009900,0.00270,1928,9,0.036400,19280929
19281001,0.013300,0.022700,-0.022600,0.00410,1928,10,0.050500,19281031
19281101,0.118100,-0.018100,0.028000,0.00380,1928,11,0.021200,19281130
19281201,0.003600,-0.008500,-0.006000,0.00060,1928,12,0.017800,19281231
19290101,0.046600,-0.035400,-0.012100,0.00340,1929,1,0.024300,19290131
19290201,-0.003400,-0.003900,0.016800,0.00360,1929,2,0.030800,19290228
19290301,-0.008900,-0.047400,0.016100,0.00340,1929,3,-0.007000,19290328
19290401,0.014300,-0.010000,0.006000,0.00360,1929,4,0.018900,19290430
19290501,-0.063900,-0.053500,-0.014000,0.00440,1929,5,-0.020400,19290531
19290601,0.097000,-0.021700,-0.027600,0.00520,1929,6,0.087900,19290629
19290701,0.044600,-0.038800,0.026600,0.00330,1929,7,0.029500,19290731
19290801,0.081800,-0.095200,0.000600,0.00400,1929,8,0.046700,19290830
19290901,-0.054700,0.011700,-0.006300,0.00350,1929,9,0.030400,19290930
19291001,-0.201200,-0.040800,0.078500,0.00460,1929,10,0.040900,19291031
19291101,-0.127400,-0.019000,0.053300,0.00370,1929,11,-0.020200,19291127
19291201,0.013300,-0.043300,-0.005900,0.00370,1929,12,0.051500,19291231
19300101,0.056100,0.035400,-0.010100,0.00140,1930,1,-0.050400,19300131
19300201,0.025000,0.001300,0.003900,0.00300,1930,2,0.006200,19300228
19300301,0.071000,0.034300,0.001500,0.00350,1930,3,-0.042700,19300331
19300401,-0.020600,-0.002000,-0.008400,0.00210,1930,4,0.039800,19300430
19300501,-0.016600,-0.020400,-0.006300,0.00260,1930,5,-0.000100,19300529
19300601,-0.162700,-0.032400,0.020000,0.00270,1930,6,0.066100,19300630
19300701,0.041200,-0.003700,-0.015600,0.00200,1930,7,-0.021100,19300731
19300801,0.003000,-0.022200,-0.007800,0.00090,1930,8,0.039200,19300829
19300901,-0.127500,-0.022200,-0.052700,0.00220,1930,9,0.115100,19300930
19301001,-0.087800,-0.001000,-0.013500,0.00090,1930,10,0.068900,19301031
19301101,-0.030400,0.022100,-0.035300,0.00130,1930,11,-0.011800,19301129
19301201,-0.078300,-0.046700,-0.054000,0.00140,1930,12,0.132700,19301231
19310101,0.062400,0.037700,0.071600,0.00150,1931,1,-0.108200,19310131
19310201,0.108800,0.033800,0.016100,0.00040,1931,2,-0.143700,19310228
19310301,-0.064300,0.030700,-0.036600,0.00130,1931,3,0.094600,19310331
19310401,-0.099800,-0.046200,-0.039400,0.00080,1931,4,0.115900,19310430
19310501,-0.132400,0.051700,-0.065800,0.00090,1931,5,0.091000,19310529
19310601,0.139000,-0.053800,0.113100,0.00080,1931,6,-0.178100,19310630
19310701,-0.066200,0.014300,-0.021000,0.00060,1931,7,0.080800,19310731
19310801,0.004100,-0.019700,-0.014900,0.00030,1931,8,-0.035200,19310831
19310901,-0.291300,0.005600,-0.067500,0.00030,1931,9,0.102300,19310930
19311001,0.080400,-0.018700,0.017000,0.00100,1931,10,0.032000,19311031
19311101,-0.090800,0.043000,-0.050500,0.00170,1931,11,0.076900,19311130
19311201,-0.135300,-0.005600,-0.088600,0.00120,1931,12,0.142200,19311231
19320101,-0.015800,0.039400,0.090400,0.00230,1932,1,-0.103700,19320130
19320201,0.054600,-0.027700,-0.014500,0.00230,1932,2,0.016200,19320229
19320301,-0.112100,0.022700,-0.023200,0.00160,1932,3,0.103300,19320331
19320401,-0.179600,0.014400,0.014200,0.00110,1932,4,0.069500,19320430
19320501,-0.205100,0.039100,-0.029900,0.00060,1932,5,0.122000,19320531
19320601,-0.007000,0.003400,0.053000,0.00020,1932,6,0.021000,19320630
19320701,0.338400,-0.044400,0.354600,0.00030,1932,7,-0.439400,19320730
19320801,0.370600,0.142900,0.330300,0.00030,1932,8,-0.522700,19320831
19320901,-0.029400,-0.024400,-0.068200,0.00030,1932,9,0.024400,19320930
19321001,-0.131700,-0.027600,-0.100500,0.00020,1932,10,0.042900,19321031
19321101,-0.058800,0.020800,-0.132800,0.00020,1932,11,-0.020700,19321130
19321201,0.044000,-0.082700,-0.081700,0.00010,1932,12,0.052600,19321231
19330101,0.012500,0.006900,0.062300,0.00010,1933,1,-0.015000,19330131
19330201,-0.152400,-0.027500,-0.027300,-0.00030,1933,2,0.041700,19330228
19330301,0.032900,0.039000,0.073800,0.00040,1933,3,0.022100,19330331
19330401,0.388500,0.045600,0.174300,0.00100,1933,4,-0.159500,19330429
19330501,0.214300,0.367000,0.190300,0.00040,1933,5,-0.039100,19330531
19330601,0.131100,0.085600,-0.020500,0.00020,1933,6,0.033800,19330630
19330701,-0.096300,-0.010100,0.032700,0.00020,1933,7,0.003900,19330731
19330801,0.120500,-0.054500,0.029600,0.00030,1933,8,0.075500,19330831
19330901,-0.106500,-0.003200,-0.117700,0.00020,1933,9,0.016500,19330930
19331001,-0.083600,-0.000800,-0.084600,0.00010,1933,10,-0.024000,19331031
19331101,0.099700,-0.064800,0.023300,0.00020,1933,11,0.064300,19331129
19331201,0.018300,0.006600,-0.015300,0.00020,1933,12,0.040600,19331230
19340101,0.126000,0.125300,0.155400,0.00050,1934,1,-0.033700,19340131
19340201,-0.025000,0.051900,0.021200,0.00020,1934,2,-0.003500,19340228
19340301,0.000900,0.025100,-0.027300,0.00020,1934,3,-0.006900,19340331
19340401,-0.017900,0.028000,-0.037500,0.00010,1934,4,-0.051200,19340430
19340501,-0.072500,-0.002600,-0.059100,0.00010,1934,5,-0.027000,19340531
19340601,0.026400,-0.021400,-0.029200,0.00010,1934,6,-0.009000,19340630
19340701,-0.109600,-0.069200,-0.106400,0.00010,1934,7,0.086300,19340731
19340801,0.055800,0.053900,0.004500,0.00010,1934,8,0.024100,19340831
19340901,-0.002300,-0.015000,-0.012200,0.00010,1934,9,0.000300,19340929
19341001,-0.016600,0.012500,-0.051100,0.00010,1934,10,0.070400,19341031
19341101,0.083300,0.065000,-0.022400,0.00010,1934,11,0.041400,19341130
19341201,0.003600,0.030600,-0.032000,0.00010,1934,12,0.046600,19341231
19350101,-0.034500,0.011000,-0.018600,0.00010,1935,1,0.036100,19350131
19350201,-0.019400,0.004100,-0.072700,0.00020,1935,2,0.138500,19350228
19350301,-0.036800,-0.035700,-0.051000,0.00010,1935,3,0.028600,19350330
19350401,0.090600,-0.015100,0.043500,0.00010,1935,4,-0.047200,19350430
19350501,0.034700,-0.033800,0.025600,0.00010,1935,5,-0.036200,19350531
19350601,0.059300,-0.025100,-0.016500,0.00010,1935,6,0.020600,19350629
19350701,0.075100,0.014700,0.068600,0.00010,1935,7,-0.042100,19350731
19350801,0.026500,0.062800,0.057000,0.00010,1935,8,-0.076900,19350831
19350901,0.026300,0.015700,-0.040500,0.00010,1935,9,0.089300,19350930
19351001,0.070300,0.026400,-0.023300,0.00010,1935,10,0.020900,19351031
19351101,0.048800,0.042800,0.119100,0.00020,1935,11,-0.059100,19351130
19351201,0.045600,0.002300,0.010700,0.00010,1935,12,0.037500,19351231
19360101,0.068900,0.051400,0.105100,0.00010,1936,1,-0.033600,19360131
19360201,0.024900,0.011400,0.050400,0.00010,1936,2,0.025100,19360229
19360301,0.009900,0.006500,-0.016600,0.00020,1936,3,0.017900,19360331
19360401,-0.081400,-0.060400,-0.020800,0.00020,1936,4,-0.078800,19360430
19360501,0.051900,0.008300,0.026300,0.00020,1936,5,0.024400,19360529
19360601,0.024000,-0.032600,-0.012000,0.00030,1936,6,0.004600,19360630
19360701,0.066700,0.011400,0.025600,0.00010,1936,7,0.030000,19360731
19360801,0.009900,0.007200,0.039900,0.00020,1936,8,0.005600,19360831
19360901,0.009800,0.030700,0.008800,0.00010,1936,9,0.012600,19360930
19361001,0.071200,-0.023900,0.025200,0.00020,1936,10,0.010400,19361031
19361101,0.032700,0.090100,-0.009200,0.00010,1936,11,0.021800,19361130
19361201,0.002100,0.036100,0.039600,0.00000,1936,12,0.021100,19361231
19370101,0.033500,0.043100,0.026100,0.00010,1937,1,-0.018500,19370130
19370201,0.010900,0.012300,0.050500,0.00020,1937,2,0.029800,19370227
19370301,-0.002700,-0.017800,0.063900,0.00010,1937,3,0.028100,19370331
19370401,-0.073600,-0.037700,-0.036100,0.00030,1937,4,-0.037100,19370430
19370501,-0.008300,-0.006600,-0.034900,0.00060,1937,5,0.005100,19370528
19370601,-0.042100,-0.036500,-0.032100,0.00030,1937,6,0.006800,19370630
19370701,0.089100,0.008500,0.008200,0.00030,1937,7,-0.004000,19370731
19370801,-0.048600,0.004200,-0.022500,0.00020,1937,8,-0.017900,19370831
19370901,-0.136100,-0.068900,-0.045700,0.00040,1937,9,-0.071400,19370930
19371001,-0.096100,0.004500,-0.016200,0.00020,1937,10,-0.015600,19371030
19371101,-0.083100,-0.036500,0.002000,0.00020,1937,11,-0.009700,19371130
19371201,-0.042400,-0.077600,-0.003900,0.00000,1937,12,0.047000,19371231
19380101,0.004900,0.049700,-0.016000,0.00000,1938,1,-0.014400,19380131
19380201,0.058400,0.003500,-0.020200,0.00000,1938,2,-0.030800,19380228
19380301,-0.238200,-0.042400,-0.035200,-0.00010,1938,3,0.157500,19380331
19380401,0.145100,0.063700,0.001800,0.00010,1938,4,-0.088800,19380430
19380501,-0.038300,-0.024700,-0.002800,0.00000,1938,5,0.071300,19380531
19380601,0.238700,0.040500,0.003000,0.00000,1938,6,-0.248600,19380630
19380701,0.073400,0.066600,0.021800,-0.00010,1938,7,-0.064400,19380730
19380801,-0.026700,-0.024400,-0.047200,0.00000,1938,8,0.039500,19380831
19380901,0.008100,-0.027200,-0.016200,0.00020,1938,9,0.025300,19380930
19381001,0.078000,0.058300,0.050100,0.00010,1938,10,-0.077000,19381031
19381101,-0.017200,-0.025600,-0.012300,-0.00060,1938,11,0.031300,19381130
19381201,0.041900,-0.018000,0.005000,0.00000,1938,12,0.020500,19381231
19390101,-0.059600,-0.015600,-0.039200,-0.00010,1939,1,-0.030500,19390131
19390201,0.035100,0.006300,0.029500,0.00010,1939,2,0.032500,19390228
19390301,-0.119900,-0.047600,-0.082900,-0.00010,1939,3,-0.014800,19390331
19390401,-0.001800,0.016600,-0.003000,0.00000,1939,4,0.027000,19390429
19390501,0.068000,0.028100,0.004700,0.00010,1939,5,0.035600,19390531
19390601,-0.053100,-0.010200,-0.054100,0.00010,1939,6,0.019600,19390630
19390701,0.102400,0.043200,-0.000300,0.00000,1939,7,-0.005800,19390731
19390801,-0.066800,-0.046100,-0.024200,-0.00010,1939,8,0.058400,19390831
19390901,0.168800,0.202300,0.222200,0.00010,1939,9,-0.303500,19390930
19391001,-0.005300,-0.000100,-0.048900,0.00000,1939,10,0.064600,19391031
19391101,-0.036200,-0.050700,-0.064600,0.00000,1939,11,-0.002200,19391130
19391201,0.030300,0.007900,-0.040600,0.00000,1939,12,0.054000,19391230
19400101,-0.024100,0.002400,-0.007700,0.00000,1940,1,0.017400,19400131
19400201,0.014400,0.025100,-0.003200,0.00000,1940,2,0.018100,19400229
19400301,0.020500,0.012500,-0.012700,0.00000,1940,3,-0.003600,19400330
19400401,0.002200,0.039200,-0.001300,0.00000,1940,4,0.033300,19400430
19400501,-0.219500,-0.066600,-0.036900,-0.00020,1940,5,0.028600,19400531
19400601,0.066700,-0.021300,0.046300,0.00000,1940,6,-0.021400,19400629
19400701,0.031600,0.010100,-0.007400,0.00010,1940,7,0.008500,19400731
19400801,0.021900,-0.001100,0.005600,-0.00010,1940,8,-0.016100,19400831
19400901,0.023900,0.032200,-0.011300,0.00000,1940,9,-0.002600,19400930
19401001,0.030200,0.002800,0.046400,0.00000,1940,10,-0.065300,19401031
19401101,-0.016100,0.019400,0.001200,0.00000,1940,11,0.013300,19401130
19401201,0.006900,-0.021500,-0.008900,0.00000,1940,12,0.034600,19401231
19410101,-0.041700,0.010000,0.038300,-0.00010,1941,1,-0.047200,19410131
19410201,-0.014300,-0.015700,0.008900,-0.00010,1941,2,0.009100,19410228
19410301,0.008400,0.001000,0.030400,0.00010,1941,3,0.024300,19410331
19410401,-0.054600,-0.016900,0.034100,-0.00010,1941,4,0.030300,19410430
19410501,0.013900,-0.006600,0.006000,0.00000,1941,5,0.024600,19410531
19410601,0.058300,0.013200,0.005900,0.00000,1941,6,-0.006400,19410630
19410701,0.058700,0.057000,0.072500,0.00030,1941,7,-0.017500,19410731
19410801,-0.001700,-0.004100,-0.011000,0.00010,1941,8,0.001700,19410830
19410901,-0.008700,-0.009900,-0.002800,0.00010,1941,9,-0.015700,19410930
19411001,-0.052500,-0.020200,0.016300,0.00000,1941,10,0.047400,19411031
19411101,-0.019200,-0.012100,-0.006400,0.00000,1941,11,0.040400,19411129
19411201,-0.048700,-0.029800,-0.059400,0.00010,1941,12,0.002800,19411231
19420101,0.007900,0.075200,0.101000,0.00020,1942,1,-0.035800,19420131
19420201,-0.024600,0.017200,-0.011300,0.00010,1942,2,-0.007100,19420228
19420301,-0.065800,0.017800,-0.006200,0.00010,1942,3,-0.002100,19420331
19420401,-0.043700,-0.006000,0.020900,0.00010,1942,4,-0.007900,19420430
19420501,0.059400,-0.030500,-0.026500,0.00030,1942,5,-0.047100,19420529
19420601,0.026900,-0.012200,0.005400,0.00020,1942,6,-0.013200,19420630
19420701,0.035100,-0.001600,0.024000,0.00030,1942,7,0.007700,19420731
19420801,0.018000,-0.000900,0.013300,0.00030,1942,8,-0.001300,19420831
19420901,0.026100,0.006600,0.023900,0.00030,1942,9,-0.006400,19420930
19421001,0.068200,0.018200,0.064700,0.00030,1942,10,-0.040100,19421031
19421101,0.001500,-0.015400,-0.042400,0.00030,1942,11,-0.009700,19421130
19421201,0.051200,-0.024900,0.005600,0.00030,1942,12,0.030600,19421231
19430101,0.071300,0.087800,0.082300,0.00030,1943,1,-0.003600,19430130
19430201,0.061500,0.048400,0.065100,0.00030,1943,2,-0.014600,19430227
19430301,0.060100,0.050300,0.054800,0.00030,1943,3,0.047400,19430331
19430401,0.008100,0.020600,0.058600,0.00030,1943,4,0.061800,19430430
19430501,0.057400,0.044100,0.032800,0.00030,1943,5,0.056100,19430529
19430601,0.018200,-0.010600,-0.007400,0.00030,1943,6,-0.013000,19430630
19430701,-0.047700,-0.024100,-0.022700,0.00030,1943,7,-0.045900,19430731
19430801,0.013000,-0.006200,-0.004700,0.00030,1943,8,0.007100,19430831
19430901,0.024000,0.012800,0.014300,0.00030,1943,9,0.017800,19430930
19431001,-0.011500,0.005800,0.016500,0.00030,1943,10,-0.005300,19431030
19431101,-0.059100,-0.016400,-0.040400,0.00030,1943,11,-0.047200,19431130
19431201,0.063600,0.033400,0.032200,0.00030,1943,12,0.059900,19431231
19440101,0.017400,0.025600,0.021700,0.00030,1944,1,0.009700,19440131
19440201,0.003700,-0.001000,0.008300,0.00030,1944,2,0.003400,19440229
19440301,0.024600,0.017100,0.034300,0.00020,1944,3,0.026100,19440331
19440401,-0.016900,-0.013500,-0.011300,0.00030,1944,4,0.005200,19440429
19440501,0.050700,0.016700,0.010200,0.00030,1944,5,0.020700,19440531
19440601,0.054900,0.040400,0.018200,0.00030,1944,6,-0.052200,19440630
19440701,-0.014900,0.005500,-0.004300,0.00030,1944,7,0.001900,19440731
19440801,0.015700,0.024100,-0.016300,0.00030,1944,8,0.046800,19440831
19440901,0.000100,0.004700,-0.012100,0.00020,1944,9,-0.010800,19440930
19441001,0.001600,-0.001400,-0.003400,0.00030,1944,10,-0.012400,19441031
19441101,0.017100,0.003700,0.023100,0.00030,1944,11,0.012800,19441130
19441201,0.040300,0.022400,0.059100,0.00020,1944,12,0.033600,19441230
19450101,0.020100,0.024400,0.007100,0.00030,1945,1,0.000400,19450131
19450201,0.062300,0.015600,0.044000,0.00020,1945,2,0.030300,19450228
19450301,-0.038900,-0.016100,-0.017800,0.00020,1945,3,-0.032800,19450331
19450401,0.078000,0.003200,0.032100,0.00030,1945,4,0.047900,19450430
19450501,0.017300,0.015100,0.003500,0.00030,1945,5,0.001100,19450531
19450601,0.003900,0.031000,0.043200,0.00020,1945,6,0.041100,19450630
19450701,-0.021700,-0.014600,-0.027100,0.00030,1945,7,-0.026200,19450731
19450801,0.062000,0.016100,-0.044000,0.00030,1945,8,-0.014000,19450831
19450901,0.047700,0.017100,0.004800,0.00030,1945,9,0.014000,19450929
19451001,0.038900,0.024600,0.022500,0.00030,1945,10,0.002500,19451031
19451101,0.053900,0.041600,0.043400,0.00020,1945,11,0.042500,19451130
19451201,0.012000,0.021200,-0.023200,0.00030,1945,12,0.012300,19451231
19460101,0.062400,0.040200,0.022100,0.00030,1946,1,0.037600,19460131
19460201,-0.058300,-0.007300,-0.012700,0.00030,1946,2,-0.014500,19460228
19460301,0.058700,0.003100,-0.003600,0.00030,1946,3,0.026900,19460330
19460401,0.042300,0.023700,0.004500,0.00030,1946,4,0.030300,19460430
19460501,0.039300,0.014600,0.010900,0.00030,1946,5,-0.006100,19460531
19460601,-0.038900,-0.015300,-0.005900,0.00030,1946,6,-0.025200,19460628
19460701,-0.026900,-0.020600,0.000400,0.00030,1946,7,-0.001000,19460731
19460801,-0.064400,-0.017800,0.006000,0.00030,1946,8,-0.000300,19460830
19460901,-0.101700,-0.044100,-0.019600,0.00030,1946,9,0.007400,19460930
19461001,-0.014400,0.000900,0.034400,0.00030,1946,10,0.009700,19461031
19461101,-0.000100,-0.004000,0.015200,0.00030,1946,11,0.002000,19461130
19461201,0.049600,0.000600,-0.013800,0.00030,1946,12,-0.001000,19461231
19470101,0.012500,0.021800,-0.007300,0.00030,1947,1,-0.064400,19470131
19470201,-0.010800,0.006800,0.001400,0.00030,1947,2,-0.004900,19470228
19470301,-0.016700,-0.016100,0.006100,0.00030,1947,3,0.040600,19470331
19470401,-0.048000,-0.039700,0.008500,0.00030,1947,4,0.050500,19470430
19470501,-0.009700,-0.032600,0.003400,0.00030,1947,5,0.033300,19470529
19470601,0.052900,-0.003100,-0.006000,0.00030,1947,6,-0.018500,19470630
19470701,0.041400,0.014300,0.028200,0.00030,1947,7,-0.034200,19470731
19470801,-0.017400,0.003000,0.001600,0.00030,1947,8,0.033800,19470829
19470901,-0.005400,0.016400,0.013600,0.00060,1947,9,-0.000200,19470930
19471001,0.024700,0.005100,0.000800,0.00060,1947,10,0.013400,19471031
19471101,-0.019700,-0.017400,0.010600,0.00060,1947,11,0.042300,19471129
19471201,0.030000,-0.024800,0.036900,0.00080,1947,12,0.036000,19471231
19480101,-0.039300,0.024900,0.013800,0.00070,1948,1,-0.042900,19480131
19480201,-0.043800,-0.017100,0.000700,0.00070,1948,2,0.014700,19480228
19480301,0.080700,0.001300,0.044900,0.00090,1948,3,-0.001900,19480331
19480401,0.036500,-0.016600,0.041000,0.00080,1948,4,0.040600,19480430
19480501,0.073000,0.009300,-0.012300,0.00080,1948,5,0.023800,19480528
19480601,-0.001000,-0.018600,0.027500,0.00090,1948,6,0.039900,19480630
19480701,-0.050900,-0.003200,0.000700,0.00080,1948,7,-0.015800,19480730
19480801,0.002500,-0.011000,0.002700,0.00090,1948,8,0.002300,19480831
19480901,-0.029700,-0.012300,-0.017900,0.00040,1948,9,-0.012600,19480930
19481001,0.059600,-0.015000,0.005600,0.00040,1948,10,0.027900,19481030
19481101,-0.093000,-0.006200,-0.041400,0.00040,1948,11,0.006000,19481130
19481201,0.032600,-0.028000,-0.019400,0.00040,1948,12,0.046600,19481231
19490101,0.002300,0.018100,0.011700,0.00100,1949,1,-0.029200,19490131
19490201,-0.029300,-0.018900,-0.009100,0.00090,1949,2,-0.004100,19490228
19490301,0.040400,0.024800,0.013400,0.00100,1949,3,-0.008700,19490331
19490401,-0.018700,-0.008900,-0.011800,0.00090,1949,4,0.030600,19490430
19490501,-0.029400,-0.007700,-0.024200,0.00100,1949,5,0.030400,19490531
19490601,0.001000,-0.008800,-0.017600,0.00100,1949,6,-0.012800,19490630
19490701,0.055400,0.005700,0.003800,0.00090,1949,7,-0.015400,19490729
19490801,0.026000,0.001300,-0.005700,0.00090,1949,8,0.017000,19490831
19490901,0.030900,0.010500,0.002300,0.00090,1949,9,-0.014200,19490930
19491001,0.031400,0.010300,-0.004900,0.00090,1949,10,0.000000,19491031
19491101,0.018200,-0.009300,-0.009100,0.00080,1949,11,0.012700,19491130
19491201,0.051300,0.020700,0.017500,0.00090,1949,12,-0.007800,19491231
19500101,0.017000,0.033600,0.001400,0.00090,1950,1,-0.023200,19500131
19500201,0.014800,0.000400,-0.008100,0.00090,1950,2,0.013600,19500228
19500301,0.012600,-0.014100,-0.027700,0.00100,1950,3,0.015400,19500331
19500401,0.039400,0.019900,0.013400,0.00090,1950,4,0.003300,19500429
19500501,0.043100,-0.021200,0.004600,0.00100,1950,5,0.003800,19500531
19500601,-0.059400,-0.023800,-0.007800,0.00100,1950,6,-0.016600,19500630
19500701,0.013600,0.005100,0.136600,0.00100,1950,7,-0.004700,19500731
19500801,0.048500,0.007300,-0.014100,0.00100,1950,8,0.032100,19500831
19500901,0.048100,0.005700,-0.011100,0.00100,1950,9,-0.001300,19500929
19501001,-0.001800,-0.005800,0.014400,0.00120,1950,10,0.014200,19501031
19501101,0.027600,-0.008400,0.031700,0.00110,1950,11,0.035900,19501130
19501201,0.055400,0.014900,0.072300,0.00110,1950,12,0.049700,19501230
19510101,0.057000,0.017300,0.037200,0.00130,1951,1,0.020000,19510131
19510201,0.014100,0.000900,-0.028300,0.00100,1951,2,-0.015800,19510228
19510301,-0.021500,-0.006400,-0.042200,0.00110,1951,3,-0.029500,19510331
19510401,0.048600,-0.014900,0.032800,0.00130,1951,4,0.060200,19510430
19510501,-0.023400,-0.000100,-0.013300,0.00120,1951,5,-0.009300,19510531
19510601,-0.026200,-0.019500,-0.039600,0.00120,1951,6,-0.023900,19510629
19510701,0.069400,-0.019900,0.020100,0.00130,1951,7,0.072400,19510731
19510801,0.042700,0.009900,-0.001600,0.00130,1951,8,0.010000,19510831
19510901,0.007000,0.019000,0.006100,0.00120,1951,9,0.005600,19510928
19511001,-0.025300,-0.002200,0.002500,0.00160,1951,10,-0.003100,19511031
19511101,0.005700,-0.002900,-0.000500,0.00110,1951,11,0.006300,19511130
19511201,0.033300,-0.022500,-0.015600,0.00120,1951,12,0.017000,19511231
19520101,0.014500,-0.006100,0.015400,0.00150,1952,1,0.013700,19520131
19520201,-0.026200,0.007900,-0.006100,0.00120,1952,2,-0.007500,19520229
19520301,0.044400,-0.029900,0.021600,0.00110,1952,3,0.016500,19520331
19520401,-0.049700,0.004800,-0.001000,0.00120,1952,4,-0.020400,19520430
19520501,0.032000,-0.010100,0.000800,0.00130,1952,5,0.004900,19520529
19520601,0.038300,-0.016100,0.012300,0.00150,1952,6,0.015000,19520630
19520701,0.009100,-0.004000,-0.003500,0.00150,1952,7,-0.005200,19520731
19520801,-0.007600,0.011800,0.000300,0.00150,1952,8,0.003100,19520829
19520901,-0.020300,0.011500,-0.015100,0.00160,1952,9,0.017600,19520930
19521001,-0.006600,-0.010600,-0.004500,0.00140,1952,10,0.027500,19521031
19521101,0.059400,-0.007100,0.009500,0.00100,1952,11,0.004400,19521128
19521201,0.029300,-0.014800,0.001800,0.00160,1952,12,0.015100,19521231
19530101,-0.003400,0.035800,0.013200,0.00160,1953,1,0.007200,19530130
19530201,-0.002700,0.021500,-0.000800,0.00140,1953,2,0.008600,19530227
19530301,-0.014300,-0.001900,-0.008000,0.00180,1953,3,0.000800,19530331
19530401,-0.028300,0.002800,0.015300,0.00160,1953,4,0.018500,19530430
19530501,0.005200,-0.000700,0.002300,0.00170,1953,5,0.009400,19530529
19530601,-0.018900,-0.018600,-0.004700,0.00180,1953,6,-0.000100,19530630
19530701,0.024000,-0.010500,-0.002400,0.00150,1953,7,-0.003100,19530731
19530801,-0.045200,0.003600,-0.035400,0.00170,1953,8,0.022100,19530831
19530901,0.002000,-0.008500,-0.024200,0.00160,1953,9,0.028800,19530930
19531001,0.046000,-0.013700,-0.001900,0.00130,1953,10,0.002700,19531030
19531101,0.028300,-0.012900,-0.001700,0.00080,1953,11,0.019500,19531130
19531201,0.000300,-0.008400,-0.028400,0.00130,1953,12,0.051900,19531231
19540101,0.051300,0.004600,0.035100,0.00110,1954,1,-0.057400,19540129
19540201,0.016700,-0.001700,-0.002800,0.00070,1954,2,0.010300,19540226
19540301,0.036500,-0.004900,-0.014600,0.00080,1954,3,0.022000,19540331
19540401,0.042700,-0.034800,-0.003700,0.00090,1954,4,0.049800,19540430
19540501,0.030900,0.003900,0.024600,0.00050,1954,5,-0.019900,19540528
19540601,0.010700,0.004100,-0.000300,0.00060,1954,6,0.035200,19540630
19540701,0.049900,0.010700,0.041100,0.00050,1954,7,0.004400,19540730
19540801,-0.023400,0.026600,-0.013600,0.00050,1954,8,-0.006400,19540831
19540901,0.063900,-0.025400,0.006600,0.00090,1954,9,0.015400,19540930
19541001,-0.016700,0.005900,0.007200,0.00070,1954,10,0.009600,19541029
19541101,0.093800,-0.026200,0.043600,0.00060,1954,11,0.019300,19541130
19541201,0.054800,0.021400,0.057100,0.00080,1954,12,-0.014100,19541231
19550101,0.006000,0.002500,0.021800,0.00080,1955,1,0.013600,19550131
19550201,0.030200,0.015400,0.006200,0.00090,1955,2,0.010900,19550228
19550301,-0.001600,-0.006600,0.019500,0.00100,1955,3,0.010300,19550331
19550401,0.031100,-0.017900,0.008100,0.00100,1955,4,0.000900,19550429
19550501,0.009300,-0.002900,-0.008600,0.00140,1955,5,0.005600,19550531
19550601,0.065500,-0.046500,0.019200,0.00100,1955,6,0.046600,19550630
19550701,0.019000,-0.013600,0.006300,0.00100,1955,7,-0.012300,19550729
19550801,0.002100,-0.003800,0.005800,0.00160,1955,8,0.017900,19550831
19550901,-0.003600,0.003000,-0.010600,0.00160,1955,9,0.017700,19550930
