permno,date,year,exchcd,siccd,retadj,eretadj,altprc_lag1,ME_lag1,ME_Jun,BM
89611,20121231,2012,3,2834,0.1537410468,0.1536410468,22.239999771,1107.3073486,1851.3494434,0.1765909425
89615,20121231,2012,3,6022,-0.006756783,-0.006856783,7.4000000954,25.063800323,19.712340581,3.7816862059
89617,20121231,2012,3,4813,0.1100344658,0.1099344658,185.75999451,9032.5797329,8463.6949559,0.437450286
89626,20121231,2012,3,6200,-0.051565085,-0.051665085,55.270000458,18426.133833,17819.125846,1.7860155389
89636,20121231,2012,1,1311,0.31484586,0.31474586,35.700000763,4605.3000984,4534.7020393,0.9128951395
89643,20121231,2012,3,6021,-0.012941136,-0.013041136,8.5,44.404,26.768,1.7951780703
89644,20121231,2012,3,4813,0.0460620373,0.0459620373,35.169998169,9440.5419285,6673.103833,0.1619439424
89653,20121231,2012,1,6035,0.043478284,0.043378284,14.489999771,871.68940623,923.80907296,1.1779402527
89655,20121231,2012,3,3674,0.0450094789,0.0449094789,53.099998474,256.31369263,259.34375,0.2611481131
89659,20121231,2012,3,3661,0.1295546293,0.1294546293,2.4700000286,45.037980522,55.039499652,0.6714765846
89686,20121231,2012,1,2341,-0.004451241,-0.004551241,71.88999939,2945.045715,1747.5258551,0.4611809097
89699,20121231,2012,3,2657,-0.021644967,-0.021744967,6.9299998283,18.260549548,13.069600101,1.4786824282
89736,20121231,2012,3,6022,0.003056918,0.002956918,26.170000076,432.06670126,395.232,1.0618479259
89738,20121231,2012,3,6022,-0.122222282,-0.122322282,2.7000000477,46.939500829,47.6245,3.934932735
89741,20121231,2012,3,6022,-0.073723964,-0.073823964,0.5289999843,16.346628514,17.230720269,0.6055954665
89756,20121231,2012,3,4899,0.054545477,0.054445477,1.6499999762,11.74469983,24.201200679,0.1462342592
89757,20121231,2012,3,5331,-0.015472453,-0.015572453,42.009998322,4470.9560814,6354.3486812,2.5057067513
89758,20121231,2012,3,6021,0.0093131913,0.0092131913,-17.18000031,58.807141045,65.075,1.1005970573
89761,20121231,2012,2,3714,2.5199999809,2.5198999809,0.125,0.888375,0.8544654882,1.9949930972
89781,20121231,2012,1,6324,-0.028017266,-0.028117266,27.840000153,1296.8707271,1087.3709576,0.7724484805
89790,20121231,2012,3,1311,0.1820513159,0.1819513159,0.7799999714,42.031078458,59.274601285,0.9697917941
89792,20121231,2012,3,2541,-0.029514572,-0.029614572,51.5,358.852,357.2164715,0.6081539215
89793,20121231,2012,3,3651,0.0929320082,0.0928320082,15.279999733,286.179115,432.45855873,0.3236874924
89799,20121231,2012,3,6022,-0.040828869,-0.040928869,8.569899559,81.362626413,59.3856523,1.5655179771
89800,20121231,2012,3,3661,0.1310957968,0.1309957968,34.86000061,1334.1968034,1313.1399461,0.5033360875
89801,20121231,2012,3,6022,0.0254776813,0.0253776813,1.5700000525,15.754950526,13.747950048,5.4820640383
89810,20121231,2012,1,2631,-0.004622455,-0.004722455,6.4899997711,2555.1583399,2162.215,0.7421427875
89821,20121231,2012,3,6022,-0.054309331,-0.054409331,8.470000267,180.9107357,71.950441222,1.7649746712
89824,20121231,2012,3,8322,0.2205459476,0.2204459476,13.920000076,178.13424098,179.1348605,0.6414004081
89828,20121231,2012,3,6036,0.0285374969,0.0284374969,16.819999695,281.98729488,277.04281151,1.1163996001
89841,20121231,2012,1,6311,0.0274724755,0.0273724755,9.1000003815,2065.8092866,1866.0642456,3.2787374275
89849,20121231,2012,1,2711,-0.035650674,-0.035750674,5.6100001335,244.75869583,224.30519337,1.0543594747
89850,20121231,2012,1,6411,0.0319084153,0.0318084153,16.61000061,661.67598431,544.09358451,0.7285879918
89857,20121231,2012,2,1311,0.1878632307,0.1877632307,5.4198999405,11.034916279,12.093840117,0.9452662722
89866,20121231,2012,3,5015,-0.036529645,-0.036629645,21.899999619,6509.1616866,4937.1193934,0.3920344878
89875,20121231,2012,3,2836,-0.088888891,-0.088988891,1.3500000238,32.969700582,51.35189904,0.6870495435
89876,20121231,2012,1,2341,0.0492081568,0.0491081568,53.040000916,3131.110374,3100.1913101,0.3944540682
89888,20121231,2012,3,6411,0.151898846,0.151798846,2.3699998856,43.951647878,39.718112134,0.45865992
89891,20121231,2012,2,3841,-0.135714248,-0.135814248,2.7999999523,49.783999152,42.477471864,0.5875505594
89900,20121231,2012,1,7373,0.0411871783,0.0410871783,33.020000458,1232.9998371,1282.5452024,1.0423522189
89901,20121231,2012,1,1311,0.0340963379,0.0339963379,41.939998627,4933.4439785,4852.118754,0.6983391882
89903,20121231,2012,2,1041,-0.043956067,-0.044056067,3.6400001049,598.90013726,740.9028376,0.4455293619
89904,20121231,2012,3,5812,0.0052456823,0.0051456823,72.440002441,1347.3116054,1610.3033615,0.2873364546
89905,20121231,2012,3,7372,0.0783847794,0.0782847794,4.2100000381,152.35569138,174.93744067,0.0687208881
89908,20121231,2012,3,5722,0.0841301233,0.0840301233,28.280000687,924.81258245,480.61520619,1.0088607637
89913,20121231,2012,3,7359,0.1595375985,0.1594375985,17.299999237,220.43659028,208.79220222,1.1380668105
89915,20121231,2012,3,5510,0.0384867825,0.0383867825,28.020000458,695.14819136,656.458,0.7558450082
89922,20121231,2012,3,3674,0.0123077389,0.0122077389,16.25,848.8675,798.39464406,0.7781698831
89925,20121231,2012,3,3661,0.0749999806,0.0748999806,0.4399999976,13.691039926,20.354124111,1.445897769
89935,20121231,2012,3,2834,-0.279815018,-0.279915018,1.6200000048,42.930000126,8.6321287074,0.1175949324
89938,20121231,2012,3,6022,-0.055833336,-0.055933336,12,81.972,70.123563126,1.2320327962
89941,20121231,2012,3,7373,0.0814350992,0.0813350992,17.559999466,277.46555156,362.65662904,0.088592731
89946,20121231,2012,1,6311,0.0589766093,0.0588766093,11.529999733,724.15316323,659.76325372,2.2733742101
89948,20121231,2012,2,1311,-0.017849991,-0.017949991,14,27.188,27.77060037,0.4919765551
89952,20121231,2012,1,2899,-0.02212045,-0.02222045,76.400001526,2529.6804505,2522.6558396,0.2282678162
89960,20121231,2012,1,2816,0.2197392434,0.2196392434,16.11000061,1867.2618407,1830.0925756,0.461673366
89964,20121231,2012,1,6141,0.0419727452,0.0418727452,28.590000153,1024.5226555,823.814,1.2429800849
89968,20121231,2012,1,6211,0.1325343698,0.1324343698,28.370000839,501.60998484,442.12410576,1.8551856832
89971,20121231,2012,1,2515,0.1816135198,0.1815135198,26.649999619,1587.9935273,1485.6859812,0.0158857508
89973,20121231,2012,1,8249,0.0707497001,0.0706497001,9.470000267,235.71777665,333.38627565,0.4580944371
90006,20121231,2012,3,6035,-0.169387743,-0.169487743,4.9000000954,8.8641001725,8.208319931,4.6740084013
90007,20121231,2012,3,6036,0.0341786668,0.0340786668,9.0699996948,68.904787682,64.802407971,1.1054406213
90011,20121231,2012,3,8060,-0.055512741,-0.055612741,51.880001068,1434.2745095,1240.1835201,0.6425769497
90012,20121231,2012,3,5912,0.048526898,0.048426898,11.539999962,230.88077924,247.2735969,0.46096688
90017,20121231,2012,3,1311,0.115953289,0.115853289,12.850000381,609.26991809,663.446,0.4150773586
90020,20121231,2012,3,6153,-0.203539833,-0.203639833,5.6500000954,173.85050293,208.97080586,1.6540817209
90029,20121231,2012,3,2834,0.0035211234,0.0034211234,2.8399999142,507.52786466,767.78931051,0.1945619621
90031,20121231,2012,3,2834,0.0579344518,0.0578344518,3.9700000286,249.3834918,221.0911988,0.340676415
90037,20121231,2012,1,6331,-0.052484255,-0.052584255,14.289999962,805.45584785,581.09224365,1.3727211924
90038,20121231,2012,1,6331,0.0143233463,0.0142233463,34.209999084,2692.6006079,2987.5300131,1.3377727991
90052,20121231,2012,1,3714,0.0586493127,0.0585493127,50.63999939,6187.3470454,4514.2748339,0.7717176778
90053,20121231,2012,2,3679,0.0138611272,0.0137611272,3.5999999046,10.263599728,9.8768514147,0.2378835442
90067,20121231,2012,1,4412,-0.045315567,-0.045415567,35.970001221,1273.6258032,1369.2441969,1.2320855514
90069,20121231,2012,2,1099,-0.088495597,-0.088595597,1.1299999952,32.769999862,39.06765069,0.3853474373
90071,20121231,2012,1,4911,0.089573428,0.089473428,21.100000381,4817.0878871,3953.201979,2.1298284723
90077,20121231,2012,2,6798,-0.263803661,-0.263903661,1.6299999952,19.209549944,10.823900304,3.4771843278
90078,20121231,2012,1,7389,0.4198629558,0.4197629558,14.600000381,359.8608094,438.66889306,0.2688340125
90080,20121231,2012,3,6036,0.0578898601,0.0577898601,10.710000038,279.948691,272.10698601,0.7419423249
90081,20121231,2012,3,3845,-0.04761903,-0.04771903,9.4499998093,133.50014731,101.62937742,0.8811924862
90082,20121231,2012,3,6022,-0.10907001,-0.10917001,8.7100000381,83.607290366,66.184800915,1.9380993884
90084,20121231,2012,3,3674,0.1875000149,0.1874000149,1.2799999714,2.7187199392,2.9713500525,1.782680245
90085,20121231,2012,3,6035,0.0580325313,0.0579325313,14.130000114,123.453811,132.42879761,1.2862874172
90086,20121231,2012,3,6020,-0.036010083,-0.036110083,27.770000458,174.28452287,163.70209547,0.6350545159
90088,20121231,2012,3,7389,0.0216346849,0.0215346849,4.1599998474,116.90431571,101.43016705,0.9113185514
90090,20121231,2012,3,6022,0.0168185942,0.0167185942,70.160003662,3293.1000919,2845.104137,0.5082610417
90097,20121231,2012,3,3674,0.018672131,0.018572131,4.8200001717,134.23218478,150.011896,0.8378325082
90098,20121231,2012,3,2834,0.1726005524,0.1725005524,5.1680002213,43.592081866,27.140460492,0.1310105154
90101,20121231,2012,2,2834,-0.080645181,-0.080745181,0.6200000048,29.585780228,24.335159545,2.1094797694
90110,20121231,2012,1,2834,0.0483221672,0.0482221672,29.799999237,4923.5558739,5776.5271644,0.5884903202
90125,20121231,2012,3,2834,-0.00694452,-0.00704452,1.4400000572,143.73216571,447.57215718,0.1208282598
90126,20121231,2012,3,2834,0.0278773569,0.0277773569,0.6420999765,91.443383959,85.426558091,0.6698891797
90129,20121231,2012,3,6141,0.0270855911,0.0269855911,9.2299995422,166.09384176,284.09540684,0.5631114646
90162,20121231,2012,1,6311,0.2621849477,0.2620849477,5.9499998093,2926.4003062,2781.906905,5.6527585812
90163,20121231,2012,2,1381,-0.236842096,-0.236942096,0.0759999976,10.514067662,51.106199359,1.8651533382
90164,20121231,2012,1,6211,0.1035353765,0.1034353765,47.520000458,1346.906893,1036.0603443,0.3040194029
90175,20121231,2012,1,4512,0.0951480344,0.0950480344,15.869999886,284.42213795,296.11678655,0.3422959556
90176,20121231,2012,3,5099,-0.067961156,-0.068061156,2.0599999428,61.670218287,86.172483424,1.2238966028
90177,20121231,2012,3,2834,-0.10576918,-0.10586918,5.1999998093,294.4343892,93.332799494,0.4089204072
90179,20121231,2012,3,3841,0.0426944792,0.0425944792,10.539999962,368.62595867,418.27227797,1.0904344821
90183,20121231,2012,3,2834,-0.088631988,-0.088731988,5.1900000572,137.22879151,165.858658,1.2096892714
90187,20121231,2012,3,5944,-0.021860717,-0.021960717,39.340000153,491.67132191,402.57048759,0.0622277343
90188,20121231,2012,3,3841,0.0647382587,0.0646382587,14.520000458,632.02657993,1101.6637865,0.931691527
90192,20121231,2012,3,4512,-0.022375235,-0.022475235,5.8099999428,282.04644722,269.11395925,4.8982143228
90194,20121231,2012,3,7510,-0.011685404,-0.011785404,22.25,485.69525,337.17536717,0.2269072918
90196,20121231,2012,3,3690,0.1833909899,0.1832909899,2.8900001049,229.16544832,263.31983178,2.0473615964
90199,20121231,2012,1,6798,0.0512413792,0.0511413792,18.930000305,6232.3807905,5367.0945202,0.260523874
90200,20121231,2012,1,5941,-0.126020521,-0.126120521,47.770000458,3345.4286721,2660.1604566,0.6827501023
90204,20121231,2012,1,1311,-0.231454,-0.231554,6.7399997711,314.08398933,381.69598267,0.8344359294
90207,20121231,2012,3,5065,-0.090909168,-0.091009168,-0.715000033,10.141560473,22.127039188,2.1589523695
90210,20121231,2012,1,7997,0.0456863083,0.0455863083,47.060001373,2051.1572199,1993.6975881,0.5345092937
90215,20121231,2012,1,7372,0.0661508739,0.0660508739,157.66999817,22389.13974,19079.879242,0.0925090018
90216,20121231,2012,2,6712,0.1123595759,0.1122595759,1.7799999714,4.9359399207,3.5554998696,2.2405582964
90221,20121231,2012,3,6022,0.0498866364,0.0497866364,4.4099998474,70.754037552,66.361198759,1.5904996689
90223,20121231,2012,3,3845,0.0098522073,0.0097522073,2.0299999714,41.042539422,42.341390731,1.0837558918
90227,20121231,2012,3,4841,0.1234831885,0.1233831885,56.040000916,14381.432759,13056.60403,0.379978362
90232,20121231,2012,3,3672,0.182562843,0.182462843,17.090000153,406.16094363,585.3971055,0.8522994743
90233,20121231,2012,3,2836,0.1018691733,0.1017691733,10.699999809,553.13649014,695.67163379,0.4519591346
90238,20121231,2012,3,8731,-0.028901774,-0.029001774,1.7300000191,69.373000765,93.816696193,0.2148071429
90249,20121231,2012,1,3691,0.08008039,0.07998039,34.840000153,1689.1477274,1683.9211053,0.8507622758
90272,20121231,2012,1,6324,0.008701019,0.008601019,48.270000458,2085.3122898,2283.664,0.4975534525
90274,20121231,2012,3,6712,-0.044117674,-0.044217674,13.600000381,140.16160393,134.61560392,0.9232605956
90275,20121231,2012,3,2834,-0.031379275,-0.031479275,19.13999939,941.84108997,1323.49888,0.0880307964
90276,20121231,2012,3,7372,0.02193374,0.02183374,22.340000153,1008.9414269,1159.6422534,0.1124660367
90280,20121231,2012,3,2834,-0.051808383,-0.051908383,5.1149997711,684.81151436,1114.752891,0.0641725878
90288,20121231,2012,3,3841,-0.13499999,-0.13509999,0.5,6.4125,7.9515000612,2.2723360656
90292,20121231,2012,3,6099,-0.006134964,-0.006234964,3.2599999905,56.013319836,71.883640982,1.159447781
90295,20121231,2012,3,6011,0.0288666617,0.0287666617,4.5,47.0115,43.355050996,1.8457265752
90299,20121231,2012,3,3674,-0.022209533,-0.022309533,17.559999466,439.93066662,597.20116943,0.2506507657
90303,20121231,2012,1,6282,0.0661301389,0.0660301389,28.579999924,1250.6607967,1509.1567366,0.1847923888
90312,20121231,2012,1,2821,0.0951525867,0.0950525867,72.410003662,4829.6024243,3481.4565682,0.7787393147
90313,20121231,2012,3,3711,-0.056126468,-0.056226468,5.0599999428,141.8975784,115.8659973,1.8564520202
90319,20121231,2012,3,7375,0.012901485,0.012801485,698.36999512,185038.0188,151737.0328,0.3481122266
90331,20121231,2012,3,6022,0.2422952205,0.2421952205,4.7210998535,25.220115417,13.158576427,4.0894444412
90333,20121231,2012,3,2834,0.1013038382,0.1012038382,9.970000267,629.77500687,446.2587896,0.249807833
90352,20121231,2012,1,6712,0.0340540074,0.0339540074,18.5,1849.9815,71.892402363,3.2861691311
90353,20121231,2012,3,5033,0.0791179836,0.0790179836,30.840000153,1470.8829673,1184.6085877,0.6166197043
90358,20121231,2012,3,6021,-0.010111789,-0.010211789,-9.395000458,36.208331764,32.657,1.8496241566
90359,20121231,2012,3,6022,0.0760668516,0.0759668516,5.3899998665,136.30231662,140.55338433,1.1884268318
90374,20121231,2012,3,7812,-0.032691155,-0.032791155,17.129999161,1310.8046658,1400.3572208,1.1169399482
90377,20121231,2012,3,3820,-0.002766249,-0.002866249,14.460000038,338.43630089,356.18303204,0.4917490018
90386,20121231,2012,1,2874,0.0475397632,0.0474397632,54.060001373,16050.090048,16247.401022,0.7922516846
90387,20121231,2012,1,5621,0.0241935253,0.0240935253,3.7200000286,233.10264179,217.12416119,0.8124440502
90399,20121231,2012,3,6035,-0.042857103,-0.042957103,-2.099999905,5.5208997493,6.0729898496,6.1785885567
90400,20121231,2012,3,2890,0.0324158259,0.0323158259,16.350000381,163.92510382,254.0298184,0.1993509472
90404,20121231,2012,3,6211,0.0785713792,0.0784713792,9.8000001907,199.78280389,233.09909612,0.7410656027
90409,20121231,2012,3,8742,0.0227686707,0.0226686707,32.939998627,756.03884848,726.39914124,0.467679782
90411,20121231,2012,3,7389,-0.202334628,-0.202434628,2.5699999332,56.843258523,53.462641685,1.0674835198
90416,20121231,2012,3,6035,-0.043165427,-0.043265427,6.9499998093,48.663898664,53.915398664,1.7313378686
90417,20121231,2012,3,6035,0.0234541856,0.0233541856,-4.690000057,30.621010374,27.291218879,1.591089328
90421,20121231,2012,3,6035,0.0416666716,0.0415666716,11.039999962,111.95663961,116.863,1.2528797598
90425,20121231,2012,3,6500,-0.007339443,-0.007439443,5.4499998093,251.3158412,250.19104263,1.2426093989
90426,20121231,2012,3,6331,0.0637337714,0.0636337714,16.899999619,648.57128536,800.92802221,1.3540523661
90427,20121231,2012,3,5812,0.0228777006,0.0227777006,16.61000061,1173.3636631,1293.7203822,0.4856200076
90436,20121231,2012,3,2836,0.0770465508,0.0769465508,6.2300000191,702.15215215,998.42450131,0.0110219534
90440,20121231,2012,1,2621,0.0146115413,0.0145115413,28.059999466,445.03159153,422.36925845,0.5446097128
90441,20121231,2012,3,2711,0.0353084765,0.0352084765,24.63999939,58232.409168,52951.603362,0.7455301745
90444,20121231,2012,1,4911,0.0466884151,0.0465884151,18.420000076,836.83902347,971.76906227,1.1639099048
90447,20121231,2012,3,8200,-0.008361188,-0.008461188,-1.495000005,7.0504200225,9.2296401796,1.3420821134
90454,20121231,2012,3,6211,0.1860012412,0.1859012412,30.86000061,1150.8928628,992.87277725,0.2717023812
90455,20121231,2012,3,3674,0.1001890749,0.1000890749,21.159999847,750.67215459,700.46681346,0.4764556725
90458,20121231,2012,1,4931,0.0118189948,0.0117189948,34.689998627,1291.0229889,1333.8982277,0.8794949958
90464,20121231,2012,3,4812,0.0103806127,0.0102806127,11.56000042,253.62640921,284.7846924,0.8232509833
90466,20121231,2012,3,6531,-0.090909086,-0.091009086,3.0799999237,63.629718424,29.923650984,0.9650995525
90470,20121231,2012,3,6021,0.1077389568,0.1076389568,19.770000458,184.07847426,214.05988787,0.7459718172
90474,20121231,2012,3,6021,0.0399999619,0.0398999619,2.25,10.4265,13.902,2.0619197098
90476,20121231,2012,3,1531,-0.072000027,-0.072100027,-1.25,23.16625,23.987408952,0.4928967335
90478,20121231,2012,3,3825,-0.026086973,-0.026186973,5.75,81.673,64.514692423,1.227613775
90482,20121231,2012,3,6036,0.0824034959,0.0823034959,11.649999619,169.35604445,158.7285,1.1948120942
90487,20121231,2012,3,6035,0.1061285585,0.1060285585,13.380000114,92.763540793,91.6215,1.3991674187
90488,20121231,2012,3,3841,-0.076576613,-0.076676613,4.4400000572,126.38904163,82.323660978,0.2261953925
90490,20121231,2012,3,6022,-0.059150957,-0.059250957,11.659999847,386.28413494,312.1424401,1.1345468503
90492,20121231,2012,3,1311,0.0144404192,0.0143404192,2.7699999809,199.01341863,169.84057745,0.752788009
90494,20121231,2012,1,1311,0.0235904362,0.0234904362,17.379999161,836.88171959,1030.4733637,0.9238098685
90496,20121231,2012,1,5031,0.2270742357,0.2269742357,2.2899999619,145.88673757,149.70674392,0.0903168748
90502,20121231,2012,2,1311,-0.405267656,-0.405367656,0.1177000031,19.979575524,29.662499495,1.049005417
90505,20121231,2012,1,7011,0.053804893,0.053704893,46.650001526,38413.897106,35780.963981,0.2573095839
90507,20121231,2012,1,5172,0.0720329657,0.0719329657,43.13999939,2017.1832315,1547.1195025,0.682101974
90515,20121231,2012,1,3842,0.0789744034,0.0788744034,9.75,358.683,314.5256372,1.1023320715
90520,20121231,2012,1,2869,0.0850389302,0.0849389302,41.040000916,6547.1934261,5414.6024529,0.2073615338
90531,20121231,2012,1,6159,0.0383386649,0.0382386649,21.909999847,1242.3189013,990.17205407,3.4302580885
90533,20121231,2012,1,1311,-0.013276948,-0.013376948,16.569999695,1232.3274473,1137.5856142,0.3820985379
90534,20121231,2012,3,6712,0.0499999784,0.0498999784,18,220.59,233.07674067,0.7455194287
90535,20121231,2012,3,6099,0.061300762,0.061200762,17.450000763,747.08688266,796.9685032,0.6035884433
90536,20121231,2012,1,6211,0.1792114824,0.1791114824,2.7899999619,329.96492549,427.11099313,0.940019428
90538,20121231,2012,3,1221,-0.130081311,-0.130181311,3.6900000572,132.42672205,97.259191369,1.6381632667
90539,20121231,2012,3,7372,0.1521738321,0.1520738321,0.9200000167,38.513040699,82.714,0.2305309212
90540,20121231,2012,3,6331,0.0979047492,0.0978047492,26.25,512.84625,516.27144296,0.7326109719
90542,20121231,2012,3,2834,-0.069230705,-0.069330705,1.2999999523,30.286098889,48.05492881,1.6216475845
90543,20121231,2012,1,6331,0.0018099098,0.0017099098,11.050000191,248.12775428,199.04710769,2.0691616737
90547,20121231,2012,1,1221,0.302139014,0.302039014,7.4800000191,1649.3325242,1918.6213884,1.9944837901
90548,20121231,2012,1,7338,0.015873,0.015773,2.5199999809,116.63819912,232.6123597,0.7403712938
90550,20121231,2012,1,3663,-0.001198652,-0.001298652,33.369998932,1529.580641,2052.3621621,1.0608048707
90558,20121231,2012,1,2821,-0.026764045,-0.026864045,16.440000534,3937.9719679,3096.9171596,0.8289244589
90561,20121231,2012,3,6710,-0.013843989,-0.013943989,21.670000076,170.4995606,156.179803,1.7845572329
90564,20121231,2012,1,2834,-0.072685167,-0.072785167,21.600000381,1090.9296193,795.0533011,0.9074299953
90568,20121231,2012,3,3537,-0.062992126,-0.063092126,7.6199998856,93.177358601,98.515195526,1.0422303835
90569,20121231,2012,1,7389,0.0473874882,0.0472874882,71.959999084,2784.9958846,2398.5626874,0.3379899332
90590,20121231,2012,3,6712,-0.011370355,-0.011470355,16.709999084,160.98413118,157.42594414,0.9408262888
90591,20121231,2012,3,6712,-0.007375232,-0.007475232,13.220000267,237.4840848,195.71272068,0.7841395925
90600,20121231,2012,3,6035,0.0620914698,0.0619914698,9.1800003052,613.40762039,648.24159193,0.7681997929
90601,20121231,2012,3,6200,0.0367313363,0.0366313363,24.229999542,3996.4234345,3789.9252728,1.327288811
90603,20121231,2012,3,6022,0.0479704514,0.0478704514,13.550000191,179.32070252,176.80623546,1.6046060954
90604,20121231,2012,3,2834,-0.047511321,-0.047611321,4.4200000763,248.62942429,407.91020526,0.0747962481
90605,20121231,2012,3,4213,0.176660195,0.176560195,15.510000229,465.57918687,234.301375,0.6091917815
90614,20121231,2012,2,3341,0.1736527532,0.1735527532,1.6699999571,79.438557959,104.62320227,1.3309280037
90634,20121231,2012,3,6035,0.0431658179,0.0430658179,26.659999847,341.67455804,227.49688264,0.7689775024
90636,20121231,2012,3,6035,-0.094775185,-0.094875185,8.2299995422,63.519136467,65.967298222,0.8361476275
90637,20121231,2012,3,6036,0.1495935023,0.1494935023,6.1500000954,61.641450956,53.873625,1.106566902
90640,20121231,2012,3,4899,-0.25,-0.2501,0.5199999809,3.6165998673,5.8421998176,2.1741810271
90643,20121231,2012,1,3714,0.045602642,0.045502642,3.0699999332,145.47194684,283.956,0.8268419869
90657,20121231,2012,1,3578,-0.023362918,-0.023462918,30.38999939,3276.4066142,3567.8630865,0.341894215
90664,20121231,2012,3,3841,0.038990844,0.038890844,13.079999924,906.26087471,893.00880263,0.1637618031
90665,20121231,2012,3,6035,-0.006707294,-0.006807294,16.399999619,46.838398911,41.35525989,1.450498528
90666,20121231,2012,3,6021,0.055045817,0.054945817,4.3600001335,12.574240385,10.094,2.9785749325
90672,20121231,2012,3,3743,0.0660960227,0.0659960227,21.030000687,251.98146823,275.13465178,0.7881586199
90679,20121231,2012,3,2095,0.0172910579,0.0171910579,6.9400000572,44.221680365,37.594800608,0.439242308
90687,20121231,2012,1,1311,-0.16958341,-0.16968341,0.7200000286,120.7209648,139.80849229,0.4931747058
90696,20121231,2012,3,3669,-0.057553988,-0.057653988,1.3899999857,17.142869824,21.08943047,2.7826766609
90700,20121231,2012,1,2299,0.0166666508,0.0165666508,3,45.867,44.158301452,0.1643665259
90706,20121231,2012,3,5600,-0.014326634,-0.014426634,13.960000038,211.35440058,230.13319375,1.5606982878
90708,20121231,2012,3,6282,-0.013708287,-0.013808287,63.830001831,3008.3718163,2819.2372874,0.2923401579
90710,20121231,2012,3,6153,-0.241860494,-0.241960494,4.3000001907,20.536800911,14.901119453,2.4514201487
90711,20121231,2012,3,6712,-0.006163322,-0.006263322,12.979999542,370.26746694,330.93670127,1.0906119648
90715,20121231,2012,3,5600,-0.061412014,-0.061512014,20.680000305,648.38004957,1240.2359348,0.2625590605
90716,20121231,2012,3,4513,0.0580475628,0.0579475628,3.7899999619,243.21945755,334.15718774,1.0348214519
90718,20121231,2012,3,6035,0.0480226204,0.0479226204,7.0799999237,149.19683839,158.67969442,1.7181216906
90720,20121231,2012,3,5211,0.0730769485,0.0729769485,5.1999998093,503.59918153,458.31057787,0.5406153017
90722,20121231,2012,3,6712,0.0084680999,0.0083680999,12.989999771,50.959769102,52.255280609,1.4404748352
90730,20121231,2012,3,6035,0.0677320883,0.0676320883,13.140000343,108.35244283,109.26629903,1.2075298244
90732,20121231,2012,1,7372,0.0017422002,0.0016422002,45.919998169,1267.6674695,793.53506877,0.3216206746
90733,20121231,2012,3,4813,0.0230769385,0.0229769385,6.5,514.449,510.67058637,1.2917538033
90734,20121231,2012,3,8082,0.0993547961,0.0992547961,19.375,340.9225,308.53630334,1.2190589944
90735,20121231,2012,3,8200,0.4625323713,0.4624323713,3.8699998856,88.162467393,148.226,1.3365283483
90742,20121231,2012,3,3571,0.2229527533,0.2228527533,8.3649997711,277.12407742,205.27308244,0.345046317
90748,20121231,2012,3,2834,-0.010191074,-0.010291074,7.8499999046,337.2438459,216.61855863,0.5552716525
90751,20121231,2012,1,5661,-0.029104752,-0.029204752,68.029998779,2386.7644772,1832.5184514,0.4654786216
90752,20121231,2012,3,6798,0.1695906222,0.1694906222,6.8400001526,141.62904316,146.16183773,1.0937216955
90756,20121231,2012,1,3711,0.0102214394,0.0101214394,29.350000381,2687.4914849,1919.8790199,0.9042712587
90760,20121231,2012,1,6199,0.0047573918,0.0046573918,10.510000229,1875.3729108,1519.9169617,1.0775628756
90763,20121231,2012,1,4899,0.0430348143,0.0429348143,40.200000763,2664.8178506,2234.1929021,0.2515306976
90775,20121231,2012,1,2035,-0.005911471,-0.006011471,52.439998627,1897.4889103,2239.4501129,0.5433775491
90776,20121231,2012,1,6022,0.0364173129,0.0363173129,10.159999847,878.04750681,778.17165146,0.9662847242
90778,20121231,2012,2,4899,-0.056665912,-0.056765912,0.9106000066,37.504882471,29.353975285,1.8325563618
90779,20121231,2012,1,2911,0.2721518874,0.2720518874,14.220000267,871.28785636,475.37586214,1.3493013082
90783,20121231,2012,1,3532,0.0562770218,0.0561770218,11.550000191,568.72200939,462.02178755,0.1646180266
90786,20121231,2012,1,4911,-0.020878414,-0.020978414,78.550003052,4047.7602073,3540.2514381,0.4192035435
90789,20121231,2012,1,5311,0.0609689094,0.0608689094,18.370000839,433.03602978,468.8371218,0.5773900165
90791,20121231,2012,2,2621,-0.0475742,-0.0476742,21.229999542,160.98708653,133.2011223,0.6699633419
90792,20121231,2012,1,1731,0.0656566247,0.0655566247,9.8999996185,347.62858661,270.49335265,1.2033973113
90795,20121231,2012,3,6770,0.0666667223,0.0665667223,2.0999999046,162.39929262,131.24865321,0.026213651
90803,20121231,2012,3,4813,0.0578457378,0.0577457378,15.039999962,600.35167848,443.27480571,0.2102637322
90805,20121231,2012,3,4841,0.050819397,0.050719397,60.409999847,14069.355405,13097.802023,0.6630005111
90807,20121231,2012,3,2090,-0.040028069,-0.040128069,14.239999771,314.27679495,394.53160337,0.776841717
90808,20121231,2012,3,4833,0.0016165212,0.0015165212,61.86000061,7551.1265545,5909.8699725,0.7074979293
90814,20121231,2012,3,3674,0.0227422714,0.0226422714,60.680000305,1912.3908896,1611.4557263,0.3022933304
90824,20121231,2012,3,6712,0.0109324809,0.0108324809,15.550000191,327.82510402,223.19198178,0.8992921698
90825,20121231,2012,1,3579,0.0890208334,0.0889208334,6.7399997711,762.38159411,1168.2442372,0.0441306448
